v1,v2
ham,"Thanks for dinner last night, it was really nice catching up"
ham,Your package was delivered to the front desk this morning
spam,Make $500 a day trading crypto with our secret system! Sign up free at www.winbig-now.net
spam,LIMITED OFFER: Get 90% discount on gaming laptop today only! Click www.unlock-account.co before it expires
spam,CONGRATULATIONS! You've been chosen for a FREE cruise to the Bahamas. Call 1900123456 to claim
ham,Happy birthday! Hope you have a wonderful day
spam,You have been selected to receive a FREE gaming laptop! Reply YES to claim your gift now !!!
ham,Can you call me back when you get a chance?
spam,"Get rich quick! Earn $500 per week working from home, no experience needed, click www.unlock-account.co"
ham,Are you free to talk on the phone for a few minutes?
spam,"New message waiting! Someone has a crush on you, find out who at bit.ly/free-gift now"
spam,YOU HAVE AN UNCLAIMED INSURANCE PAYOUT OF $500. CONTACT 08000112233 TODAY BEFORE IT EXPIRES
ham,"Mom said dinner is ready, come down when you can"
ham,"See you at the gym later, same time as usual?"
spam,WINNER!! As a valued network customer you have been selected to receive a $1000 prize reward !!!
spam,"FREE entry into our $5000 prize draw! Text WIN to 08000112233 now, limited time offer"
ham,"Thanks for dinner last night, it was really nice catching up"
spam,Text STOP to unsubscribe or reply YES to claim your $1000 cash prize instantly
spam,"Double your money in 24 hours! Guaranteed returns, invest now at secure-verify-account.com !!!"
ham,The meeting has been rescheduled to 9am on Tuesday
ham,"Thanks for the birthday wishes, means a lot to me"
spam,"Dear customer, your bank account needs verification. Click www.claim-prize.com or your card will be blocked"
spam,"Hot singles in your area are waiting to chat with you! Click secure-verify-account.com now, 100% free"
ham,"Let's grab coffee sometime next week, I'm free after 11:15am"
spam,"Get rich quick! Earn $50 per week working from home, no experience needed, click secure-verify-account.com"
ham,Don't forget to pick up milk on your way home
ham,"Just checking in, how did the interview go?"
spam,"Double your money in 24 hours! Guaranteed returns, invest now at http://free-cash-now.info"
ham,Can you call me back when you get a chance?
ham,Can we catch up this weekend? It's been a while
ham,"I'll pick up the kids from school today, no need to worry"
ham,"Thanks for your help earlier, really appreciate it"
ham,"I'm running a bit late, be there in 15 minutes"
ham,"I'm running a bit late, be there in 15 minutes"
ham,Can you send me the report before 6:45pm today? Thanks!
ham,Happy birthday! Hope you have a wonderful day
ham,"I loved the movie we watched last night, we should go again"
ham,Your package was delivered to the front desk this morning
spam,URGENT! Your account has been suspended. Verify your details immediately at www.claim-prize.com to avoid closure
ham,Your package was delivered to the front desk this morning
ham,"I'm running a bit late, be there in 15 minutes"
ham,Can we catch up this weekend? It's been a while
ham,Don't forget to pick up milk on your way home
spam,You have been selected to receive a FREE cash prize! Reply YES to claim your gift now !!!
ham,"Thanks for the birthday wishes, means a lot to me"
spam,You are pre-approved for a $5000 loan with 0% interest! Apply now at http://free-cash-now.info !!!
ham,The meeting has been rescheduled to 3:30pm on Monday
ham,"Mom said dinner is ready, come down when you can"
ham,"The weather looks great this weekend, perfect for a hike"
spam,CONGRATULATIONS! You've been chosen for a FREE cruise to the Bahamas. Call 08000112233 to claim
spam,FINAL NOTICE: Your car warranty is about to expire. Call 08000112233 now to renew and save
spam,LIMITED OFFER: Get 90% discount on holiday package today only! Click www.claim-prize.com before it expires
spam,"URGENT: We tried to contact you today, please call 90210 regarding your unclaimed refund of $1000"
spam,"IRS Notice: You owe back taxes. Avoid arrest, call 09061234567 immediately to settle !!!"
ham,Your package was delivered to the front desk this morning
ham,"The flight got delayed by an hour, landing around 11:15am"
ham,Reminder: Your dentist appointment is on Friday at 6:45pm
ham,Just wanted to check if you got home safe
ham,"I'm running a bit late, be there in 15 minutes"
spam,Hurry! Only a few gaming laptop left in stock at 80% off. Order now at secure-verify-account.com
ham,"Hey, are we still on for lunch tomorrow at 9am?"
ham,"Mom said dinner is ready, come down when you can"
ham,The meeting has been rescheduled to 6:45pm on Friday
ham,"Great job on the presentation today, the team loved it"
ham,"Hey, are we still on for lunch tomorrow at noon?"
spam,You are pre-approved for a $50 loan with 0% interest! Apply now at secure-verify-account.com !!!
ham,Can you review my code before I push it to production?
ham,Happy birthday! Hope you have a wonderful day
ham,"The flight got delayed by an hour, landing around 6:45pm"
ham,"I'll pick up the kids from school today, no need to worry"
ham,"Thanks for the birthday wishes, means a lot to me"
ham,Reminder: Your dentist appointment is on Thursday at 11:15am
spam,Hurry! Only a few TV left in stock at 80% off. Order now at bit.ly/free-gift
ham,Are you free to talk on the phone for a few minutes?
ham,"The flight got delayed by an hour, landing around 9am"
spam,"Double your money in 24 hours! Guaranteed returns, invest now at http://free-cash-now.info"
spam,You've qualified for a government grant of $10000. Claim it now by calling 09061234567
ham,Happy birthday! Hope you have a wonderful day
ham,Your package was delivered to the front desk this morning
ham,"Thanks for the birthday wishes, means a lot to me"
ham,"I'll pick up the kids from school today, no need to worry"
spam,Act now! This exclusive gaming laptop offer expires in 24 hours. Visit www.claim-prize.com for instant access !!!
spam,Congratulations! Your mobile number has won £1000 in the UK National Lottery. Call 1900123456 now !!!
spam,URGENT! Your account has been suspended. Verify your details immediately at www.claim-prize.com to avoid closure
spam,FINAL NOTICE: Your car warranty is about to expire. Call 08000112233 now to renew and save
ham,Reminder: Your dentist appointment is on Thursday at 2pm
ham,"Hey, are we still on for lunch tomorrow at noon?"
ham,"The weather looks great this weekend, perfect for a hike"
ham,Happy anniversary! Wishing you both many more happy years
spam,Act now! This exclusive holiday package offer expires in 24 hours. Visit www.claim-prize.com for instant access
ham,Let me know if you need anything else from me for the report
ham,"Let's grab coffee sometime next week, I'm free after 6:45pm"
ham,"Thanks for dinner last night, it was really nice catching up"
spam,Your PayPal account has unusual activity. Verify now at www.claim-prize.com or it will be locked
ham,Are you free to talk on the phone for a few minutes?
ham,Can you send me the report before 2pm today? Thanks!
ham,I updated the spreadsheet with the latest numbers
spam,You have 1 new voicemail regarding your loan approval of $500. Call 09061234567 immediately
spam,Your Netflix account is on hold. Update your payment info now at www.winbig-now.net to keep watching !!!
spam,"New message waiting! Someone has a crush on you, find out who at www.winbig-now.net now"
ham,"Great job on the presentation today, the team loved it"
ham,Your package was delivered to the front desk this morning
ham,Happy anniversary! Wishing you both many more happy years
spam,You've qualified for a government grant of $50. Claim it now by calling 90210
ham,"I'm running a bit late, be there in 15 minutes"
ham,Can we catch up this weekend? It's been a while
spam,You have been selected to receive a FREE cash prize! Reply YES to claim your gift now
ham,Happy birthday! Hope you have a wonderful day
ham,"I finished the project, sending you the files now"
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
spam,"Claim your FREE cash prize now! No purchase necessary, just click bit.ly/free-gift and enter your details"
ham,"I loved the movie we watched last night, we should go again"
ham,Don't forget to pick up milk on your way home
ham,The meeting has been rescheduled to 9am on Friday
ham,Can you call me back when you get a chance?
ham,Are you free to talk on the phone for a few minutes?
ham,"I'm running a bit late, be there in 15 minutes"
spam,"URGENT: We tried to contact you today, please call 09061234567 regarding your unclaimed refund of $100"
spam,Text STOP to unsubscribe or reply YES to claim your $5000 cash prize instantly
ham,Reminder: Your dentist appointment is on Saturday at 3:30pm
ham,"Thanks for your help earlier, really appreciate it"
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
ham,"Hey, are we still on for lunch tomorrow at 10am?"
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
ham,"Just checking in, how did the interview go?"
ham,"The weather looks great this weekend, perfect for a hike"
spam,"Get rich quick! Earn $5000 per week working from home, no experience needed, click http://free-cash-now.info"
ham,"I finished the project, sending you the files now"
ham,Let me know if you need anything else from me for the report
ham,Reminder: Your dentist appointment is on Sunday at 5pm
ham,"Thanks for the birthday wishes, means a lot to me"
ham,Reminder: Your dentist appointment is on Sunday at 10am
ham,Let me know if you need anything else from me for the report
ham,"Thanks for the birthday wishes, means a lot to me"
ham,Happy anniversary! Wishing you both many more happy years
spam,"HOT SINGLES IN YOUR AREA ARE WAITING TO CHAT WITH YOU! CLICK HTTP://FREE-CASH-NOW.INFO NOW, 100% FREE"
spam,Your Amazon order could not be delivered. Confirm your address at www.claim-prize.com to reschedule !!!
ham,Don't forget to pick up milk on your way home
ham,Are you free to talk on the phone for a few minutes?
ham,"The weather looks great this weekend, perfect for a hike"
spam,Text STOP to unsubscribe or reply YES to claim your $10000 cash prize instantly
ham,"Just checking in, how did the interview go?"
spam,Your Netflix account is on hold. Update your payment info now at bit.ly/free-gift to keep watching
ham,Just wanted to check if you got home safe
ham,Happy anniversary! Wishing you both many more happy years
ham,Can you send me the report before 6:45pm today? Thanks!
ham,Your package was delivered to the front desk this morning
ham,Can we catch up this weekend? It's been a while
ham,"Just checking in, how did the interview go?"
ham,The meeting has been rescheduled to noon on Monday
ham,"The weather looks great this weekend, perfect for a hike"
ham,"I loved the movie we watched last night, we should go again"
ham,"Thanks for your help earlier, really appreciate it"
spam,"FREE entry into our $250 prize draw! Text WIN to 09061234567 now, limited time offer !!!"
ham,Happy anniversary! Wishing you both many more happy years
ham,Don't forget to pick up milk on your way home
ham,"Mom said dinner is ready, come down when you can"
ham,Just wanted to check if you got home safe
spam,Congratulations! Your mobile number has won £50 in the UK National Lottery. Call 1900123456 now !!!
ham,"Thanks for your help earlier, really appreciate it"
spam,Congratulations! You have WON a smart watch worth $2500. Claim now by clicking bit.ly/free-gift
spam,You've qualified for a government grant of $1000. Claim it now by calling 07781234567
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
ham,"I loved the movie we watched last night, we should go again"
ham,"The weather looks great this weekend, perfect for a hike"
spam,"Get rich quick! Earn $250 per week working from home, no experience needed, click http://free-cash-now.info"
ham,"I loved the movie we watched last night, we should go again"
spam,"FREE entry into our $500 prize draw! Text WIN to 90210 now, limited time offer"
ham,Just wanted to check if you got home safe
ham,Happy birthday! Hope you have a wonderful day
spam,Your PayPal account has unusual activity. Verify now at www.winbig-now.net or it will be locked
ham,"Great job on the presentation today, the team loved it"
ham,"Hey, are we still on for lunch tomorrow at 6:45pm?"
ham,The meeting has been rescheduled to 11:15am on Wednesday
ham,Don't forget to pick up milk on your way home
ham,Reminder: Your dentist appointment is on Thursday at noon
spam,You have been selected to receive a FREE smart watch! Reply YES to claim your gift now
ham,Happy birthday! Hope you have a wonderful day
ham,"See you at the gym later, same time as usual?"
spam,Congratulations! Your mobile number has won £1000 in the UK National Lottery. Call 07781234567 now !!!
ham,Happy birthday! Hope you have a wonderful day
ham,Can you call me back when you get a chance?
spam,"Get rich quick! Earn $50 per week working from home, no experience needed, click www.winbig-now.net"
ham,Let me know if you need anything else from me for the report
ham,"The flight got delayed by an hour, landing around 2pm"
ham,Happy birthday! Hope you have a wonderful day
ham,Don't forget to pick up milk on your way home
ham,Just wanted to check if you got home safe
ham,"I finished the project, sending you the files now"
ham,The meeting has been rescheduled to 2pm on Monday
ham,"The flight got delayed by an hour, landing around noon"
spam,Act now! This exclusive holiday package offer expires in 24 hours. Visit www.winbig-now.net for instant access !!!
ham,"Let's grab coffee sometime next week, I'm free after 2pm"
spam,"IRS Notice: You owe back taxes. Avoid arrest, call 09061234567 immediately to settle"
ham,Can you call me back when you get a chance?
ham,Don't forget to pick up milk on your way home
ham,Just wanted to check if you got home safe
spam,"HOT SINGLES IN YOUR AREA ARE WAITING TO CHAT WITH YOU! CLICK WWW.WINBIG-NOW.NET NOW, 100% FREE"
spam,Your Netflix account is on hold. Update your payment info now at www.claim-prize.com to keep watching !!!
spam,You've qualified for a government grant of $250. Claim it now by calling 1900123456 !!!
ham,Happy birthday! Hope you have a wonderful day
ham,Can we catch up this weekend? It's been a while
ham,The meeting has been rescheduled to 9am on Thursday
ham,Just wanted to check if you got home safe
ham,"Mom said dinner is ready, come down when you can"
ham,I updated the spreadsheet with the latest numbers
spam,Your package is on hold due to unpaid customs fee of $5000. Pay now at www.winbig-now.net
ham,Can you review my code before I push it to production?
spam,CONGRATULATIONS! YOU HAVE WON A PLAYSTATION 5 WORTH $50. CLAIM NOW BY CLICKING HTTP://FREE-CASH-NOW.INFO !!!
ham,"Thanks for your help earlier, really appreciate it"
spam,Your PayPal account has unusual activity. Verify now at www.unlock-account.co or it will be locked
spam,You have an unclaimed insurance payout of $10000. Contact 90210 today before it expires
ham,Reminder: Your dentist appointment is on Tuesday at 5pm
spam,Your Netflix account is on hold. Update your payment info now at www.claim-prize.com to keep watching
spam,Act now! This exclusive MacBook Pro offer expires in 24 hours. Visit secure-verify-account.com for instant access
ham,"Thanks for dinner last night, it was really nice catching up"
spam,"GET RICH QUICK! EARN $2500 PER WEEK WORKING FROM HOME, NO EXPERIENCE NEEDED, CLICK BIT.LY/FREE-GIFT !!!"
ham,"The weather looks great this weekend, perfect for a hike"
ham,Can we catch up this weekend? It's been a while
ham,The meeting has been rescheduled to 5pm on Thursday
spam,Hurry! Only a few TV left in stock at 80% off. Order now at bit.ly/free-gift
spam,Your Amazon order could not be delivered. Confirm your address at www.claim-prize.com to reschedule
ham,Don't forget to pick up milk on your way home
spam,"Dear customer, your bank account needs verification. Click secure-verify-account.com or your card will be blocked"
ham,"I'm running a bit late, be there in 15 minutes"
ham,Are you free to talk on the phone for a few minutes?
spam,"Hot singles in your area are waiting to chat with you! Click secure-verify-account.com now, 100% free !!!"
ham,"Just checking in, how did the interview go?"
spam,Text STOP to unsubscribe or reply YES to claim your $2500 cash prize instantly !!!
spam,URGENT! Your account has been suspended. Verify your details immediately at bit.ly/free-gift to avoid closure
ham,"Just checking in, how did the interview go?"
ham,"I finished the project, sending you the files now"
ham,Can you review my code before I push it to production?
ham,Happy anniversary! Wishing you both many more happy years
ham,"Just checking in, how did the interview go?"
ham,"Thanks for dinner last night, it was really nice catching up"
ham,Can you review my code before I push it to production?
spam,Congratulations! Your mobile number has won £500 in the UK National Lottery. Call 07781234567 now
ham,"Mom said dinner is ready, come down when you can"
ham,"The flight got delayed by an hour, landing around noon"
spam,"URGENT: We tried to contact you today, please call 08000112233 regarding your unclaimed refund of $250"
spam,"Get rich quick! Earn $1000 per week working from home, no experience needed, click bit.ly/free-gift"
spam,You have an unclaimed insurance payout of $50. Contact 07781234567 today before it expires
ham,Happy birthday! Hope you have a wonderful day
ham,"Thanks for the birthday wishes, means a lot to me"
spam,Congratulations! You have WON a designer handbag worth $10000. Claim now by clicking secure-verify-account.com
ham,Your package was delivered to the front desk this morning
spam,"Dear customer, your bank account needs verification. Click www.claim-prize.com or your card will be blocked"
ham,"I loved the movie we watched last night, we should go again"
ham,"Just checking in, how did the interview go?"
spam,Congratulations! You have WON a MacBook Pro worth $250. Claim now by clicking http://free-cash-now.info
ham,"See you at the gym later, same time as usual?"
ham,Can we catch up this weekend? It's been a while
ham,Your package was delivered to the front desk this morning
spam,"Double your money in 24 hours! Guaranteed returns, invest now at bit.ly/free-gift !!!"
spam,Your package is on hold due to unpaid customs fee of $10000. Pay now at secure-verify-account.com
spam,Act now! This exclusive voucher offer expires in 24 hours. Visit bit.ly/free-gift for instant access
ham,"Hey, are we still on for lunch tomorrow at 10am?"
spam,You have 1 new voicemail regarding your loan approval of $250. Call 07781234567 immediately
ham,The meeting has been rescheduled to 3:30pm on Tuesday
spam,FINAL NOTICE: Your car warranty is about to expire. Call 08000112233 now to renew and save
ham,"The flight got delayed by an hour, landing around 9am"
spam,FINAL NOTICE: Your car warranty is about to expire. Call 09061234567 now to renew and save !!!
ham,"I finished the project, sending you the files now"
ham,I updated the spreadsheet with the latest numbers
ham,"I'll pick up the kids from school today, no need to worry"
ham,"Thanks for your help earlier, really appreciate it"
spam,You are pre-approved for a $2500 loan with 0% interest! Apply now at http://free-cash-now.info
spam,Act now! This exclusive PlayStation 5 offer expires in 24 hours. Visit bit.ly/free-gift for instant access
ham,"The flight got delayed by an hour, landing around noon"
ham,Let me know if you need anything else from me for the report
ham,Happy birthday! Hope you have a wonderful day
spam,LIMITED OFFER: Get 90% discount on designer handbag today only! Click secure-verify-account.com before it expires
spam,"Click here to activate your FREE iPhone 15 subscription, offer valid for 08000112233 hours only"
ham,"I'm running a bit late, be there in 15 minutes"
ham,"I'll pick up the kids from school today, no need to worry"
ham,"I'm running a bit late, be there in 15 minutes"
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
spam,You have been selected to receive a FREE cash prize! Reply YES to claim your gift now !!!
ham,Can you call me back when you get a chance?
spam,Text STOP to unsubscribe or reply YES to claim your $100 cash prize instantly
spam,You have an unclaimed insurance payout of $1000. Contact 07781234567 today before it expires !!!
spam,"Claim your FREE MacBook Pro now! No purchase necessary, just click www.unlock-account.co and enter your details"
ham,Just wanted to check if you got home safe
ham,Don't forget to pick up milk on your way home
ham,"Mom said dinner is ready, come down when you can"
spam,YOUR NETFLIX ACCOUNT IS ON HOLD. UPDATE YOUR PAYMENT INFO NOW AT WWW.WINBIG-NOW.NET TO KEEP WATCHING
spam,URGENT! Your account has been suspended. Verify your details immediately at www.unlock-account.co to avoid closure !!!
ham,"The weather looks great this weekend, perfect for a hike"
ham,"Thanks for your help earlier, really appreciate it"
ham,Can you call me back when you get a chance?
spam,"DOUBLE YOUR MONEY IN 24 HOURS! GUARANTEED RETURNS, INVEST NOW AT BIT.LY/FREE-GIFT"
spam,Congratulations! You have WON a holiday package worth $1000. Claim now by clicking http://free-cash-now.info
ham,I updated the spreadsheet with the latest numbers
spam,"Double your money in 24 hours! Guaranteed returns, invest now at http://free-cash-now.info"
ham,"Just checking in, how did the interview go?"
spam,"CLICK HERE TO ACTIVATE YOUR FREE CASH PRIZE SUBSCRIPTION, OFFER VALID FOR 09061234567 HOURS ONLY"
ham,The meeting has been rescheduled to 5pm on Saturday
ham,"I loved the movie we watched last night, we should go again"
ham,"Just checking in, how did the interview go?"
ham,Can you send me the report before 5pm today? Thanks!
spam,You have been selected to receive a FREE TV! Reply YES to claim your gift now
ham,"Let's grab coffee sometime next week, I'm free after 2pm"
ham,The meeting has been rescheduled to 6:45pm on Sunday
ham,"Thanks for the birthday wishes, means a lot to me"
ham,Can you send me the report before 10am today? Thanks!
spam,"Get rich quick! Earn $10000 per week working from home, no experience needed, click http://free-cash-now.info"
ham,"The weather looks great this weekend, perfect for a hike"
ham,"I loved the movie we watched last night, we should go again"
ham,Reminder: Your dentist appointment is on Saturday at 9am
ham,Are you free to talk on the phone for a few minutes?
ham,Happy birthday! Hope you have a wonderful day
ham,"Mom said dinner is ready, come down when you can"
spam,Your Amazon order could not be delivered. Confirm your address at www.winbig-now.net to reschedule
ham,Happy anniversary! Wishing you both many more happy years
ham,"The flight got delayed by an hour, landing around 6:45pm"
spam,Act now! This exclusive gaming laptop offer expires in 24 hours. Visit www.winbig-now.net for instant access
ham,"I'll be there in about 10 minutes, traffic is a bit heavy"
spam,You are pre-approved for a $50 loan with 0% interest! Apply now at www.claim-prize.com !!!
spam,"IRS Notice: You owe back taxes. Avoid arrest, call 08000112233 immediately to settle"
ham,"The weather looks great this weekend, perfect for a hike"
spam,Your Netflix account is on hold. Update your payment info now at www.winbig-now.net to keep watching
ham,"I'm running a bit late, be there in 15 minutes"
spam,FINAL NOTICE: Your car warranty is about to expire. Call 1900123456 now to renew and save !!!
spam,FINAL NOTICE: Your car warranty is about to expire. Call 09061234567 now to renew and save
ham,Happy birthday! Hope you have a wonderful day
ham,Happy anniversary! Wishing you both many more happy years
ham,"Hey, are we still on for lunch tomorrow at 11:15am?"
